name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual7	2	3.65	99	0.15	2	2	0	2	1	0
playerVirtual8	4	-0.01	0	0.125	1	1	2	1	0	1
playerVirtual9	1	22.24	50	0.666667	13	2	0	5	1	0
playerVirtual0	1	13.28	50	0.52381	8	4	0	4	1	0
playerVirtual10	4	-4	0	0.333333	0	0	4	99	0	1
playerVirtual11	4	-6	0	0	0	0	6	99	0	1
playerVirtual12	4	-7	0	0	0	0	7	99	0	1
playerVirtual13	4	-5	0	0	0	0	5	99	0	1
playerVirtual14	4	-4	0	0	0	0	4	99	0	1
playerVirtual15	4	-2	0	0	0	0	2	99	0	1
playerVirtual16	4	-2	0	0	0	0	2	99	0	1
playerVirtual17	4	-2	0	0	0	0	2	99	0	1
playerVirtual18	4	-1	0	0	0	0	1	99	0	1
playerVirtual19	4	-2	0	0	0	0	2	99	0	1
playerVirtual20	4	-1	0	0	0	0	1	99	0	1
playerVirtual21	4	-2	0	0	0	0	2	99	0	1
playerVirtual22	4	-1	0	0	0	0	1	99	0	1
playerVirtual23	4	-2	0	0	0	0	2	99	0	1
playerVirtual24	4	-2	0	0	0	0	2	99	0	1
playerVirtual25	4	-1	0	0	0	0	1	99	0	1
playerVirtual26	4	-1	0	0	0	0	1	99	0	1
playerVirtual27	4	-1	0	0	0	0	1	99	0	1
playerVirtual28	4	-1	0	0	0	0	1	99	0	1
playerVirtual29	4	-1	0	0	0	0	1	99	0	1
playerVirtual30	4	-1	0	0	0	0	1	99	0	1
playerVirtual31	4	-1	0	0	0	0	1	99	0	1
playerVirtual32	4	-1	0	0	0	0	1	99	0	1
playerVirtual33	4	-1	0	0	0	0	1	99	0	1
playerVirtual34	4	-2	0	0	0	0	2	99	0	1
playerVirtual35	4	-1	0	0	0	0	1	99	0	1
playerVirtual36	4	-1	0	0	0	0	1	99	0	1
playerVirtual37	4	-1	0	0	0	0	1	99	0	1
playerVirtual38	4	-1	0	0	0	0	1	99	0	1
playerVirtual39	4	-1	0	0	0	0	1	99	0	1
playerVirtual40	4	-1	0	0	0	0	1	99	0	1
playerVirtual41	4	-1	0	0	0	0	1	99	0	1
playerVirtual42	4	-1	0	0	0	0	1	99	0	1
playerVirtual43	4	-1	0	0	0	0	1	99	0	1
playerVirtual44	4	-1	0	0	0	0	1	99	0	1
playerVirtual45	4	-1	0	0	0	0	1	99	0	1
playerVirtual46	4	-1	0	0	0	0	1	99	0	1
playerVirtual47	4	-1	0	0	0	0	1	99	0	1
playerVirtual48	4	-1	0	0	0	0	1	99	0	1
playerVirtual49	4	-1	0	0	0	0	1	99	0	1
playerVirtual50	4	-1	0	0	0	0	1	99	0	1
playerVirtual51	4	-1	0	0	0	0	1	99	0	1
playerVirtual52	4	-1	0	0	0	0	1	99	0	1
playerVirtual53	4	-1	0	0	0	0	1	99	0	1
playerVirtual54	4	-1	0	0	0	0	1	99	0	1
playerVirtual55	4	-1	0	0	0	0	1	99	0	1
playerVirtual56	4	-1	0	0	0	0	1	99	0	1
playerVirtual57	4	-1	0	0	0	0	1	99	0	1
playerVirtual58	4	-1	0	0	0	0	1	99	0	1
playerVirtual59	4	-1	0	0	0	0	1	99	0	1
playerVirtual60	4	-1	0	0	0	0	1	99	0	1
playerVirtual61	4	-1	0	0	0	0	1	99	0	1
playerVirtual62	4	-1	0	0	0	0	1	99	0	1
playerVirtual63	4	-1	0	0	0	0	1	99	0	1
playerVirtual64	4	-1	0	0	0	0	1	99	0	1
playerVirtual65	4	-1	0	0	0	0	1	99	0	1
playerVirtual66	4	-1	0	0	0	0	1	99	0	1
playerVirtual67	4	-1	0	0	0	0	1	99	0	1
playerVirtual68	4	-1	0	0	0	0	1	99	0	1
playerVirtual69	4	-1	0	0	0	0	1	99	0	1
playerVirtual70	4	-1	0	0	0	0	1	99	0	1
playerVirtual71	4	-1	0	0	0	0	1	99	0	1
playerVirtual72	4	-1	0	0	0	0	1	99	0	1
playerVirtual73	4	-1	0	0	0	0	1	99	0	1
playerVirtual74	4	-1	0	0	0	0	1	99	0	1
playerVirtual75	4	-1	0	0	0	0	1	99	0	1
playerVirtual76	4	-1	0	0	0	0	1	99	0	1
playerVirtual77	4	-1	0	0	0	0	1	99	0	1
playerVirtual78	4	-1	0	0	0	0	1	99	0	1
playerVirtual79	4	-1	0	0	0	0	1	99	0	1
playerVirtual80	4	-1	0	0	0	0	1	99	0	1
playerVirtual81	4	-1	0	0	0	0	1	99	0	1
playerVirtual82	4	-1	0	0	0	0	1	99	0	1
playerVirtual83	4	-1	0	0	0	0	1	99	0	1
playerVirtual84	4	-1	0	0	0	0	1	99	0	1
playerVirtual85	4	-1	0	0	0	0	1	99	0	1
playerVirtual86	4	-1	0	0	0	0	1	99	0	1
playerVirtual87	4	-1	0	0	0	0	1	99	0	1
playerVirtual88	4	-1	0	0	0	0	1	99	0	1
playerVirtual89	4	-1	0	0	0	0	1	99	0	1
playerVirtual90	4	-1	0	0	0	0	1	99	0	1
playerVirtual91	4	-1	0	0	0	0	1	99	0	1
playerVirtual92	4	-1	0	0	0	0	1	99	0	1
playerVirtual93	4	-1	0	0	0	0	1	99	0	1
playerVirtual94	4	-1	0	0	0	0	1	99	0	1
playerVirtual95	4	-1	0	0	0	0	1	99	0	1
playerVirtual96	4	-1	0	0	0	0	1	99	0	1
playerVirtual97	4	-1	0	0	0	0	1	99	0	1
playerVirtual98	4	-1	0	0	0	0	1	99	0	1
playerVirtual99	4	-1	0	0	0	0	1	99	0	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	25.23	51	0.52381	16	9	0	9	1	0
playerVirtual2	1	18.26	51	0.619048	11	4	0	4	1	0
playerVirtual3	1	13.95	51	0.583333	9	5	0	6	1	0
playerVirtual4	1	17.93	51	0.684211	11	5	0	6	1	0
playerVirtual5	1	13.29	51	0.428571	9	6	0	6	1	0
playerVirtual6	1	8.63	68	0.428571	5	2	0	2	1	0
playerVirtual7	2	3.65	100	0.15	2	2	0	2	1	0
playerVirtual8	4	-0.01	0	0.125	1	1	2	1	0	1
playerVirtual9	1	22.24	51	0.666667	13	2	0	5	1	0
playerVirtual0	1	13.28	51	0.52381	8	4	0	4	1	0
playerVirtual10	4	-4	0	0.333333	0	0	4	99	0	1
playerVirtual11	4	-6	0	0	0	0	6	99	0	1
playerVirtual12	4	-7	0	0	0	0	7	99	0	1
playerVirtual13	4	-5	0	0	0	0	5	99	0	1
playerVirtual14	4	-4	0	0	0	0	4	99	0	1
playerVirtual15	4	-2	0	0	0	0	2	99	0	1
playerVirtual16	4	-2	0	0	0	0	2	99	0	1
playerVirtual17	4	-2	0	0	0	0	2	99	0	1
playerVirtual18	4	-1	0	0	0	0	1	99	0	1
playerVirtual19	4	-2	0	0	0	0	2	99	0	1
playerVirtual20	4	-1	0	0	0	0	1	99	0	1
playerVirtual21	4	-2	0	0	0	0	2	99	0	1
playerVirtual22	4	-1	0	0	0	0	1	99	0	1
playerVirtual23	4	-2	0	0	0	0	2	99	0	1
playerVirtual24	4	-2	0	0	0	0	2	99	0	1
playerVirtual25	4	-1	0	0	0	0	1	99	0	1
playerVirtual26	4	-1	0	0	0	0	1	99	0	1
playerVirtual27	4	-1	0	0	0	0	1	99	0	1
playerVirtual28	4	-1	0	0	0	0	1	99	0	1
playerVirtual29	4	-1	0	0	0	0	1	99	0	1
playerVirtual30	4	-1	0	0	0	0	1	99	0	1
playerVirtual31	4	-1	0	0	0	0	1	99	0	1
playerVirtual32	4	-1	0	0	0	0	1	99	0	1
playerVirtual33	4	-1	0	0	0	0	1	99	0	1
playerVirtual34	4	-2	0	0	0	0	2	99	0	1
playerVirtual35	4	-1	0	0	0	0	1	99	0	1
playerVirtual36	4	-1	0	0	0	0	1	99	0	1
playerVirtual37	4	-1	0	0	0	0	1	99	0	1
playerVirtual38	4	-1	0	0	0	0	1	99	0	1
playerVirtual39	4	-1	0	0	0	0	1	99	0	1
playerVirtual40	4	-1	0	0	0	0	1	99	0	1
playerVirtual41	4	-1	0	0	0	0	1	99	0	1
playerVirtual42	4	-1	0	0	0	0	1	99	0	1
playerVirtual43	4	-1	0	0	0	0	1	99	0	1
playerVirtual44	4	-1	0	0	0	0	1	99	0	1
playerVirtual45	4	-1	0	0	0	0	1	99	0	1
playerVirtual46	4	-1	0	0	0	0	1	99	0	1
playerVirtual47	4	-1	0	0	0	0	1	99	0	1
playerVirtual48	4	-1	0	0	0	0	1	99	0	1
playerVirtual49	4	-1	0	0	0	0	1	99	0	1
playerVirtual50	4	-1	0	0	0	0	1	99	0	1
playerVirtual51	4	-1	0	0	0	0	1	99	0	1
playerVirtual52	4	-1	0	0	0	0	1	99	0	1
playerVirtual53	4	-1	0	0	0	0	1	99	0	1
playerVirtual54	4	-1	0	0	0	0	1	99	0	1
playerVirtual55	4	-1	0	0	0	0	1	99	0	1
playerVirtual56	4	-1	0	0	0	0	1	99	0	1
playerVirtual57	4	-1	0	0	0	0	1	99	0	1
playerVirtual58	4	-1	0	0	0	0	1	99	0	1
playerVirtual59	4	-1	0	0	0	0	1	99	0	1
playerVirtual60	4	-1	0	0	0	0	1	99	0	1
playerVirtual61	4	-1	0	0	0	0	1	99	0	1
playerVirtual62	4	-1	0	0	0	0	1	99	0	1
playerVirtual63	4	-1	0	0	0	0	1	99	0	1
playerVirtual64	4	-1	0	0	0	0	1	99	0	1
playerVirtual65	4	-1	0	0	0	0	1	99	0	1
playerVirtual66	4	-1	0	0	0	0	1	99	0	1
playerVirtual67	4	-1	0	0	0	0	1	99	0	1
playerVirtual68	4	-1	0	0	0	0	1	99	0	1
playerVirtual69	4	-1	0	0	0	0	1	99	0	1
playerVirtual70	4	-1	0	0	0	0	1	99	0	1
playerVirtual71	4	-1	0	0	0	0	1	99	0	1
playerVirtual72	4	-1	0	0	0	0	1	99	0	1
playerVirtual73	4	-1	0	0	0	0	1	99	0	1
playerVirtual74	4	-1	0	0	0	0	1	99	0	1
playerVirtual75	4	-1	0	0	0	0	1	99	0	1
playerVirtual76	4	-1	0	0	0	0	1	99	0	1
playerVirtual77	4	-1	0	0	0	0	1	99	0	1
playerVirtual78	4	-1	0	0	0	0	1	99	0	1
playerVirtual79	4	-1	0	0	0	0	1	99	0	1
playerVirtual80	4	-1	0	0	0	0	1	99	0	1
playerVirtual81	4	-1	0	0	0	0	1	99	0	1
playerVirtual82	4	-1	0	0	0	0	1	99	0	1
playerVirtual83	4	-1	0	0	0	0	1	99	0	1
playerVirtual84	4	-1	0	0	0	0	1	99	0	1
playerVirtual85	4	-1	0	0	0	0	1	99	0	1
playerVirtual86	4	-1	0	0	0	0	1	99	0	1
playerVirtual87	4	-1	0	0	0	0	1	99	0	1
playerVirtual88	4	-1	0	0	0	0	1	99	0	1
playerVirtual89	4	-1	0	0	0	0	1	99	0	1
playerVirtual90	4	-1	0	0	0	0	1	99	0	1
playerVirtual91	4	-1	0	0	0	0	1	99	0	1
playerVirtual92	4	-1	0	0	0	0	1	99	0	1
playerVirtual93	4	-1	0	0	0	0	1	99	0	1
playerVirtual94	4	-1	0	0	0	0	1	99	0	1
playerVirtual95	4	-1	0	0	0	0	1	99	0	1
playerVirtual96	4	-1	0	0	0	0	1	99	0	1
playerVirtual97	4	-1	0	0	0	0	1	99	0	1
playerVirtual98	4	-1	0	0	0	0	1	99	0	1
playerVirtual99	4	-1	0	0	0	0	1	99	0	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	25.23	51	0.52381	16	9	0	9	1	0
playerVirtual2	1	18.26	51	0.619048	11	4	0	4	1	0
playerVirtual3	1	13.95	51	0.583333	10	6	0	6	1	0
playerVirtual4	1	17.93	51	0.684211	11	5	0	6	1	0
playerVirtual5	1	13.29	51	0.428571	9	6	0	6	1	0
playerVirtual6	1	8.63	68	0.428571	5	2	0	2	1	0
playerVirtual7	2	3.65	101	0.15	2	2	0	2	1	0
playerVirtual8	4	-0.01	0	0.125	1	1	2	1	0	1
playerVirtual9	1	22.24	51	0.666667	13	2	0	5	1	0
playerVirtual0	1	13.28	51	0.52381	8	4	0	4	1	0
playerVirtual10	4	-4	0	0.333333	0	0	4	99	0	1
playerVirtual11	4	-6	0	0	0	0	6	99	0	1
playerVirtual12	4	-7	0	0	0	0	7	99	0	1
playerVirtual13	4	-5	0	0	0	0	5	99	0	1
playerVirtual14	4	-4	0	0	0	0	4	99	0	1
playerVirtual15	4	-2	0	0	0	0	2	99	0	1
playerVirtual16	4	-2	0	0	0	0	2	99	0	1
playerVirtual17	4	-2	0	0	0	0	2	99	0	1
playerVirtual18	4	-1	0	0	0	0	1	99	0	1
playerVirtual19	4	-2	0	0	0	0	2	99	0	1
playerVirtual20	4	-1	0	0	0	0	1	99	0	1
playerVirtual21	4	-2	0	0	0	0	2	99	0	1
playerVirtual22	4	-1	0	0	0	0	1	99	0	1
playerVirtual23	4	-2	0	0	0	0	2	99	0	1
playerVirtual24	4	-2	0	0	0	0	2	99	0	1
playerVirtual25	4	-1	0	0	0	0	1	99	0	1
playerVirtual26	4	-1	0	0	0	0	1	99	0	1
playerVirtual27	4	-1	0	0	0	0	1	99	0	1
playerVirtual28	4	-1	0	0	0	0	1	99	0	1
playerVirtual29	4	-1	0	0	0	0	1	99	0	1
playerVirtual30	4	-1	0	0	0	0	1	99	0	1
playerVirtual31	4	-1	0	0	0	0	1	99	0	1
playerVirtual32	4	-1	0	0	0	0	1	99	0	1
playerVirtual33	4	-1	0	0	0	0	1	99	0	1
playerVirtual34	4	-2	0	0	0	0	2	99	0	1
playerVirtual35	4	-1	0	0	0	0	1	99	0	1
playerVirtual36	4	-1	0	0	0	0	1	99	0	1
playerVirtual37	4	-1	0	0	0	0	1	99	0	1
playerVirtual38	4	-1	0	0	0	0	1	99	0	1
playerVirtual39	4	-1	0	0	0	0	1	99	0	1
playerVirtual40	4	-1	0	0	0	0	1	99	0	1
playerVirtual41	4	-1	0	0	0	0	1	99	0	1
playerVirtual42	4	-1	0	0	0	0	1	99	0	1
playerVirtual43	4	-1	0	0	0	0	1	99	0	1
playerVirtual44	4	-1	0	0	0	0	1	99	0	1
playerVirtual45	4	-1	0	0	0	0	1	99	0	1
playerVirtual46	4	-1	0	0	0	0	1	99	0	1
playerVirtual47	4	-1	0	0	0	0	1	99	0	1
playerVirtual48	4	-1	0	0	0	0	1	99	0	1
playerVirtual49	4	-1	0	0	0	0	1	99	0	1
playerVirtual50	4	-1	0	0	0	0	1	99	0	1
playerVirtual51	4	-1	0	0	0	0	1	99	0	1
playerVirtual52	4	-1	0	0	0	0	1	99	0	1
playerVirtual53	4	-1	0	0	0	0	1	99	0	1
playerVirtual54	4	-1	0	0	0	0	1	99	0	1
playerVirtual55	4	-1	0	0	0	0	1	99	0	1
playerVirtual56	4	-1	0	0	0	0	1	99	0	1
playerVirtual57	4	-1	0	0	0	0	1	99	0	1
playerVirtual58	4	-1	0	0	0	0	1	99	0	1
playerVirtual59	4	-1	0	0	0	0	1	99	0	1
playerVirtual60	4	-1	0	0	0	0	1	99	0	1
playerVirtual61	4	-1	0	0	0	0	1	99	0	1
playerVirtual62	4	-1	0	0	0	0	1	99	0	1
playerVirtual63	4	-1	0	0	0	0	1	99	0	1
playerVirtual64	4	-1	0	0	0	0	1	99	0	1
playerVirtual65	4	-1	0	0	0	0	1	99	0	1
playerVirtual66	4	-1	0	0	0	0	1	99	0	1
playerVirtual67	4	-1	0	0	0	0	1	99	0	1
playerVirtual68	4	-1	0	0	0	0	1	99	0	1
playerVirtual69	4	-1	0	0	0	0	1	99	0	1
playerVirtual70	4	-1	0	0	0	0	1	99	0	1
playerVirtual71	4	-1	0	0	0	0	1	99	0	1
playerVirtual72	4	-1	0	0	0	0	1	99	0	1
playerVirtual73	4	-1	0	0	0	0	1	99	0	1
playerVirtual74	4	-1	0	0	0	0	1	99	0	1
playerVirtual75	4	-1	0	0	0	0	1	99	0	1
playerVirtual76	4	-1	0	0	0	0	1	99	0	1
playerVirtual77	4	-1	0	0	0	0	1	99	0	1
playerVirtual78	4	-1	0	0	0	0	1	99	0	1
playerVirtual79	4	-1	0	0	0	0	1	99	0	1
playerVirtual80	4	-1	0	0	0	0	1	99	0	1
playerVirtual81	4	-1	0	0	0	0	1	99	0	1
playerVirtual82	4	-1	0	0	0	0	1	99	0	1
playerVirtual83	4	-1	0	0	0	0	1	99	0	1
playerVirtual84	4	-1	0	0	0	0	1	99	0	1
playerVirtual85	4	-1	0	0	0	0	1	99	0	1
playerVirtual86	4	-1	0	0	0	0	1	99	0	1
playerVirtual87	4	-1	0	0	0	0	1	99	0	1
playerVirtual88	4	-1	0	0	0	0	1	99	0	1
playerVirtual89	4	-1	0	0	0	0	1	99	0	1
playerVirtual90	4	-1	0	0	0	0	1	99	0	1
playerVirtual91	4	-1	0	0	0	0	1	99	0	1
playerVirtual92	4	-1	0	0	0	0	1	99	0	1
playerVirtual93	4	-1	0	0	0	0	1	99	0	1
playerVirtual94	4	-1	0	0	0	0	1	99	0	1
playerVirtual95	4	-1	0	0	0	0	1	99	0	1
playerVirtual96	4	-1	0	0	0	0	1	99	0	1
playerVirtual97	4	-1	0	0	0	0	1	99	0	1
playerVirtual98	4	-1	0	0	0	0	1	99	0	1
playerVirtual99	4	-1	0	0	0	0	1	99	0	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	26.89	52	0.52381	16	9	0	9	1	0
playerVirtual2	1	18.26	52	0.619048	11	4	0	4	1	0
playerVirtual3	1	15.61	52	0.583333	10	6	0	6	1	0
playerVirtual4	1	17.93	52	0.684211	11	5	0	6	1	0
playerVirtual5	1	13.29	52	0.428571	9	6	0	6	1	0
playerVirtual6	1	8.63	69	0.428571	5	2	0	2	1	0
playerVirtual7	2	3.65	102	0.15	2	2	0	2	1	0
playerVirtual8	4	-0.01	0	0.125	1	1	2	1	0	1
playerVirtual9	1	22.24	52	0.681818	13	1	0	5	1	0
playerVirtual0	1	13.28	52	0.545455	8	4	0	4	1	0
playerVirtual10	4	-4	0	0.333333	0	0	4	99	0	1
playerVirtual11	4	-6	0	0	0	0	6	99	0	1
playerVirtual12	4	-7	0	0	0	0	7	99	0	1
playerVirtual13	4	-5	0	0	0	0	5	99	0	1
playerVirtual14	4	-4	0	0	0	0	4	99	0	1
playerVirtual15	4	-2	0	0	0	0	2	99	0	1
playerVirtual16	4	-2	0	0	0	0	2	99	0	1
playerVirtual17	4	-2	0	0	0	0	2	99	0	1
playerVirtual18	4	-1	0	0	0	0	1	99	0	1
playerVirtual19	4	-2	0	0	0	0	2	99	0	1
playerVirtual20	4	-1	0	0	0	0	1	99	0	1
playerVirtual21	4	-2	0	0	0	0	2	99	0	1
playerVirtual22	4	-1	0	0	0	0	1	99	0	1
playerVirtual23	4	-2	0	0	0	0	2	99	0	1
playerVirtual24	4	-2	0	0	0	0	2	99	0	1
playerVirtual25	4	-1	0	0	0	0	1	99	0	1
playerVirtual26	4	-1	0	0	0	0	1	99	0	1
playerVirtual27	4	-1	0	0	0	0	1	99	0	1
playerVirtual28	4	-1	0	0	0	0	1	99	0	1
playerVirtual29	4	-1	0	0	0	0	1	99	0	1
playerVirtual30	4	-1	0	0	0	0	1	99	0	1
playerVirtual31	4	-1	0	0	0	0	1	99	0	1
playerVirtual32	4	-1	0	0	0	0	1	99	0	1
playerVirtual33	4	-1	0	0	0	0	1	99	0	1
playerVirtual34	4	-2	0	0	0	0	2	99	0	1
playerVirtual35	4	-1	0	0	0	0	1	99	0	1
playerVirtual36	4	-1	0	0	0	0	1	99	0	1
playerVirtual37	4	-1	0	0	0	0	1	99	0	1
playerVirtual38	4	-1	0	0	0	0	1	99	0	1
playerVirtual39	4	-1	0	0	0	0	1	99	0	1
playerVirtual40	4	-1	0	0	0	0	1	99	0	1
playerVirtual41	4	-1	0	0	0	0	1	99	0	1
playerVirtual42	4	-1	0	0	0	0	1	99	0	1
playerVirtual43	4	-1	0	0	0	0	1	99	0	1
playerVirtual44	4	-1	0	0	0	0	1	99	0	1
playerVirtual45	4	-1	0	0	0	0	1	99	0	1
playerVirtual46	4	-1	0	0	0	0	1	99	0	1
playerVirtual47	4	-1	0	0	0	0	1	99	0	1
playerVirtual48	4	-1	0	0	0	0	1	99	0	1
playerVirtual49	4	-1	0	0	0	0	1	99	0	1
playerVirtual50	4	-1	0	0	0	0	1	99	0	1
playerVirtual51	4	-1	0	0	0	0	1	99	0	1
playerVirtual52	4	-1	0	0	0	0	1	99	0	1
playerVirtual53	4	-1	0	0	0	0	1	99	0	1
playerVirtual54	4	-1	0	0	0	0	1	99	0	1
playerVirtual55	4	-1	0	0	0	0	1	99	0	1
playerVirtual56	4	-1	0	0	0	0	1	99	0	1
playerVirtual57	4	-1	0	0	0	0	1	99	0	1
playerVirtual58	4	-1	0	0	0	0	1	99	0	1
playerVirtual59	4	-1	0	0	0	0	1	99	0	1
playerVirtual60	4	-1	0	0	0	0	1	99	0	1
playerVirtual61	4	-1	0	0	0	0	1	99	0	1
playerVirtual62	4	-1	0	0	0	0	1	99	0	1
playerVirtual63	4	-1	0	0	0	0	1	99	0	1
playerVirtual64	4	-1	0	0	0	0	1	99	0	1
playerVirtual65	4	-1	0	0	0	0	1	99	0	1
playerVirtual66	4	-1	0	0	0	0	1	99	0	1
playerVirtual67	4	-1	0	0	0	0	1	99	0	1
playerVirtual68	4	-1	0	0	0	0	1	99	0	1
playerVirtual69	4	-1	0	0	0	0	1	99	0	1
playerVirtual70	4	-1	0	0	0	0	1	99	0	1
playerVirtual71	4	-1	0	0	0	0	1	99	0	1
playerVirtual72	4	-1	0	0	0	0	1	99	0	1
playerVirtual73	4	-1	0	0	0	0	1	99	0	1
playerVirtual74	4	-1	0	0	0	0	1	99	0	1
playerVirtual75	4	-1	0	0	0	0	1	99	0	1
playerVirtual76	4	-1	0	0	0	0	1	99	0	1
playerVirtual77	4	-1	0	0	0	0	1	99	0	1
playerVirtual78	4	-1	0	0	0	0	1	99	0	1
playerVirtual79	4	-1	0	0	0	0	1	99	0	1
playerVirtual80	4	-1	0	0	0	0	1	99	0	1
playerVirtual81	4	-1	0	0	0	0	1	99	0	1
playerVirtual82	4	-1	0	0	0	0	1	99	0	1
playerVirtual83	4	-1	0	0	0	0	1	99	0	1
playerVirtual84	4	-1	0	0	0	0	1	99	0	1
playerVirtual85	4	-1	0	0	0	0	1	99	0	1
playerVirtual86	4	-1	0	0	0	0	1	99	0	1
playerVirtual87	4	-1	0	0	0	0	1	99	0	1
playerVirtual88	4	-1	0	0	0	0	1	99	0	1
playerVirtual89	4	-1	0	0	0	0	1	99	0	1
playerVirtual90	4	-1	0	0	0	0	1	99	0	1
playerVirtual91	4	-1	0	0	0	0	1	99	0	1
playerVirtual92	4	-1	0	0	0	0	1	99	0	1
playerVirtual93	4	-1	0	0	0	0	1	99	0	1
playerVirtual94	4	-1	0	0	0	0	1	99	0	1
playerVirtual95	4	-1	0	0	0	0	1	99	0	1
playerVirtual96	4	-1	0	0	0	0	1	99	0	1
playerVirtual97	4	-1	0	0	0	0	1	99	0	1
playerVirtual98	4	-1	0	0	0	0	1	99	0	1
playerVirtual99	4	-1	0	0	0	0	1	99	0	1
name	division	score	history	fairness	accepts	running	rejects	max_instance	enabled	playoff
playerVirtual1	1	26.89	52	0.52381	16	9	0	9	1	0
playerVirtual2	1	18.26	52	0.619048	11	4	0	4	1	0
playerVirtual3	1	15.61	52	0.583333	10	6	0	6	1	0
playerVirtual4	1	17.93	52	0.684211	11	5	0	6	1	0
playerVirtual5	1	13.29	52	0.428571	9	6	0	6	1	0
playerVirtual6	1	8.63	69	0.428571	5	2	0	2	1	0
playerVirtual7	2	3.65	103	0.15	2	2	0	2	1	0
playerVirtual8	4	-0.01	0	0.125	1	1	2	1	0	1
playerVirtual9	1	22.24	52	0.681818	15	3	0	5	1	0
playerVirtual0	1	13.28	52	0.545455	8	4	0	4	1	0
playerVirtual10	4	-4	0	0.333333	0	0	4	99	0	1
playerVirtual11	4	-6	0	0	0	0	6	99	0	1
playerVirtual12	4	-7	0	0	0	0	7	99	0	1
playerVirtual13	4	-5	0	0	0	0	5	99	0	1
playerVirtual14	4	-4	0	0	0	0	4	99	0	1
playerVirtual15	4	-2	0	0	0	0	2	99	0	1
playerVirtual16	4	-2	0	0	0	0	2	99	0	1
playerVirtual17	4	-2	0	0	0	0	2	99	0	1
playerVirtual18	4	-1	0	0	0	0	1	99	0	1
playerVirtual19	4	-2	0	0	0	0	2	99	0	1
playerVirtual20	4	-1	0	0	0	0	1	99	0	1
playerVirtual21	4	-2	0	0	0	0	2	99	0	1
playerVirtual22	4	-1	0	0	0	0	1	99	0	1
playerVirtual23	4	-2	0	0	0	0	2	99	0	1
playerVirtual24	4	-2	0	0	0	0	2	99	0	1
playerVirtual25	4	-1	0	0	0	0	1	99	0	1
playerVirtual26	4	-1	0	0	0	0	1	99	0	1
playerVirtual27	4	-1	0	0	0	0	1	99	0	1
playerVirtual28	4	-1	0	0	0	0	1	99	0	1
playerVirtual29	4	-1	0	0	0	0	1	99	0	1
playerVirtual30	4	-1	0	0	0	0	1	99	0	1
playerVirtual31	4	-1	0	0	0	0	1	99	0	1
playerVirtual32	4	-1	0	0	0	0	1	99	0	1
playerVirtual33	4	-1	0	0	0	0	1	99	0	1
playerVirtual34	4	-2	0	0	0	0	2	99	0	1
playerVirtual35	4	-1	0	0	0	0	1	99	0	1
playerVirtual36	4	-1	0	0	0	0	1	99	0	1
playerVirtual37	4	-1	0	0	0	0	1	99	0	1
playerVirtual38	4	-1	0	0	0	0	1	99	0	1
playerVirtual39	4	-1	0	0	0	0	1	99	0	1
playerVirtual40	4	-1	0	0	0	0	1	99	0	1
playerVirtual41	4	-1	0	0	0	0	1	99	0	1
playerVirtual42	4	-1	0	0	0	0	1	99	0	1
playerVirtual43	4	-1	0	0	0	0	1	99	0	1
playerVirtual44	4	-1	0	0	0	0	1	99	0	1
playerVirtual45	4	-1	0	0	0	0	1	99	0	1
playerVirtual46	4	-1	0	0	0	0	1	99	0	1
playerVirtual47	4	-1	0	0	0	0	1	99	0	1
playerVirtual48	4	-1	0	0	0	0	1	99	0	1
playerVirtual49	4	-1	0	0	0	0	1	99	0	1
playerVirtual50	4	-1	0	0	0	0	1	99	0	1
playerVirtual51	4	-1	0	0	0	0	1	99	0	1
playerVirtual52	4	-1	0	0	0	0	1	99	0	1
playerVirtual53	4	-1	0	0	0	0	1	99	0	1
playerVirtual54	4	-1	0	0	0	0	1	99	0	1
playerVirtual55	4	-1	0	0	0	0	1	99	0	1
playerVirtual56	4	-1	0	0	0	0	1	99	0	1
playerVirtual57	4	-1	0	0	0	0	1	99	0	1
playerVirtual58	4	-1	0	0	0	0	1	99	0	1
playerVirtual59	4	-1	0	0	0	0	1	99	0	1
playerVirtual60	4	-1	0	0	0	0	1	99	0	1
playerVirtual61	4	-1	0	0	0	0	1	99	0	1
playerVirtual62	4	-1	0	0	0	0	1	99	0	1
playerVirtual63	4	-1	0	0	0	0	1	99	0	1
playerVirtual64	4	-1	0	0	0	0	1	99	0	1
playerVirtual65	4	-1	0	0	0	0	1	99	0	1
playerVirtual66	4	-1	0	0	0	0	1	99	0	1
playerVirtual67	4	-1	0	0	0	0	1	99	0	1
playerVirtual68	4	-1	0	0	0	0	1	99	0	1
playerVirtual69	4	-1	0	0	0	0	1	99	0	1
playerVirtual70	4	-1	0	0	0	0	1	99	0	1
playerVirtual71	4	-1	0	0	0	0	1	99	0	1
playerVirtual72	4	-1	0	0	0	0	1	99	0	1
playerVirtual73	4	-1	0	0	0	0	1	99	0	1
playerVirtual74	4	-1	0	0	0	0	1	99	0	1
playerVirtual75	4	-1	0	0	0	0	1	99	0	1
